GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
0400000US12,12,Florida,7573456,23478,72784,491,72.0,0.2,73362,544,21.0,0.2,26100,879,37.4,0.2,19208,95,5.2,0.1,9562,146,2.0,0.1,2545,124,20.1,0.2,26998,501,4864461,24241,84770,667,20.6,0.2,56592,1310,33.5,0.4,70675,1229,27.1,0.3,116348,1726,9.7,0.2,74082,1882,6.5,0.2,125942,2790,2.5,0.1,99001,3663,20612439,*****,28621,196,75.6,0.1,31531,247,16.1,0.1,18426,343,0.3,0.1,23341,2640,2.7,0.1,29905,1153,0.1,0.1,25610,9756,2.8,0.1,18854,830,2.6,0.1,16580,986,24.9,0.1,20673,304,54.7,0.1,35458,314,37.6,(X),(X),(X),38.4,(X),(X),(X),30.6,(X),(X),(X)
0400000US13,13,Georgia,3686135,15528,75363,716,79.1,0.3,76733,867,16.1,0.3,18704,1275,28.8,0.3,18195,187,5.5,0.2,9468,219,1.9,0.1,2596,205,17.6,0.3,25964,760,2479003,18252,87774,936,14.3,0.3,48593,1989,35.3,0.5,68238,1548,30.5,0.5,120320,2132,9.8,0.3,80696,3141,7.4,0.3,129814,2982,2.7,0.2,92545,3617,10310371,*****,28183,278,58.7,0.2,33027,418,31.6,0.1,20958,325,0.4,0.1,14825,1986,3.9,0.1,33459,1859,0.1,0.1,19656,6363,2.9,0.2,14917,1380,2.5,0.1,15095,998,9.3,0.1,16303,565,53.2,0.1,34632,451,36.8,(X),(X),(X),37.9,(X),(X),(X),28.9,(X),(X),(X)
0400000US15,15,Hawaii,455868,4824,95904,1626,80.4,0.8,92127,1696,28.2,0.9,22583,2235,35.8,0.7,18461,388,4.1,0.5,9093,558,3.5,0.5,4229,378,23.6,0.8,28597,1107,315505,5105,108116,1970,12.5,0.7,66128,5362,29.2,1.1,82334,3583,30.0,1.0,126274,3973,10.8,0.8,94179,5026,11.1,0.7,162524,7481,6.5,0.6,151887,8792,1428557,*****,32634,478,25.1,0.4,44408,1664,1.8,0.1,32265,3753,0.2,0.1,23037,8122,38.0,0.7,34325,900,10.1,0.5,19381,1059,0.9,0.2,23599,5242,23.9,0.9,23644,939,10.4,*****,20748,1180,22.1,0.1,46962,1757,38.0,(X),(X),(X),39.6,(X),(X),(X),31.7,(X),(X),(X)
0400000US16,16,Idaho,610872,4143,68006,1745,77.1,0.8,67953,1896,21.6,0.7,16964,2296,32.1,0.6,19194,378,4.9,0.4,9650,499,3.1,0.3,2602,418,18.9,0.6,21261,1151,411617,7286,79746,2237,15.1,0.7,49798,3204,32.7,1.2,68090,4166,34.2,1.2,96282,3145,7.6,0.7,76959,8796,8.2,0.7,109376,4991,2.2,0.4,99775,12996,1683140,*****,25678,644,89.7,0.4,26704,700,0.7,0.1,21159,8556,1.6,0.2,15998,2599,1.5,0.1,22534,3321,0.1,0.1,12802,5496,3.9,0.4,14958,2734,2.5,0.2,15624,3726,12.3,0.1,13929,712,82.3,0.1,27772,736,32.9,(X),(X),(X),31.8,(X),(X),(X),25.5,(X),(X),(X)
0400000US17,17,Illinois,4822046,12932,84561,636,78.5,0.2,87474,748,21.4,0.3,18569,799,28.8,0.2,18511,114,4.9,0.1,9862,175,2.5,0.1,2908,161,17.4,0.2,28427,565,3100613,17145,100978,844,13.3,0.2,52463,2239,31.9,0.4,77463,1245,32.0,0.4,134638,1561,10.1,0.3,87592,2845,9.5,0.2,144893,2820,3.3,0.2,111499,4330,12801539,*****,32849,226,71.3,0.2,36720,287,14.2,0.1,21512,514,0.2,0.1,22843,3179,5.3,0.1,38544,1361,0.0,0.1,32737,7119,6.4,0.2,16643,506,2.5,0.1,17228,909,17.0,0.1,18400,282,61.6,0.1,39377,313,35.6,(X),(X),(X),36.9,(X),(X),(X),28.5,(X),(X),(X)
0400000US18,18,Indiana,2533270,10440,69612,638,77.9,0.3,71123,797,18.4,0.4,15066,1140,31.7,0.3,19263,171,5.2,0.2,10178,241,1.8,0.1,2844,280,19.4,0.3,18742,700,1645758,11176,82886,900,14.2,0.3,46132,1340,33.1,0.7,65380,1898,33.6,0.6,105765,1409,8.7,0.4,73382,2727,8.3,0.3,130023,4232,2.1,0.2,92809,4980,6633053,*****,27464,247,83.5,0.2,29152,279,9.3,0.1,19391,1308,0.3,0.1,26978,5178,2.1,0.1,28160,3318,0.1,0.1,27496,9509,2.4,0.2,15500,1210,2.4,0.1,11311,1060,6.8,0.1,16629,1159,79.5,0.1,29709,278,33.9,(X),(X),(X),33.8,(X),(X),(X),26.9,(X),(X),(X)
0400000US19,19,Iowa,1247932,7106,73644,944,79.1,0.4,73660,1182,24.4,0.5,18265,1548,31.0,0.3,18864,202,4.1,0.2,9673,346,2.1,0.2,2517,418,16.9,0.4,20141,721,795043,8419,88997,1297,12.9,0.4,52462,3369,28.7,0.6,68883,2505,40.5,0.7,109448,2085,7.0,0.5,76252,6357,9.2,0.3,122193,3819,1.6,0.2,91883,6444,3134693,*****,30047,380,90.4,0.2,31222,406,3.6,0.1,18070,2254,0.3,0.1,21114,3095,2.4,0.1,27142,3490,0.1,0.1,11302,4227,1.3,0.1,15504,1790,1.8,0.1,12764,1968,5.7,0.1,15899,1090,86.4,0.1,31891,408,34.0,(X),(X),(X),33.4,(X),(X),(X),27.8,(X),(X),(X)
0400000US20,20,Kansas,1110407,6778,73385,893,79.4,0.5,73783,1081,22.4,0.4,16364,1636,30.6,0.4,19030,237,4.0,0.3,9147,414,1.5,0.1,2588,344,17.8,0.4,21320,825,716005,8245,89261,1119,12.6,0.4,52946,3893,30.9,0.7,70947,2532,37.5,0.8,109262,2331,7.8,0.5,75305,5713,9.1,0.4,129896,4024,2.1,0.3,95309,7924,2907289,*****,28950,338,84.6,0.3,30652,382,5.7,0.2,20299,1081,0.7,0.1,20736,2332,2.7,0.1,28751,3213,0.1,0.1,29004,17550,2.5,0.3,16666,1775,3.6,0.2,13087,1453,11.6,0.1,16351,786,76.2,0.1,32168,416,33.0,(X),(X),(X),33.0,(X),(X),(X),26.6,(X),(X),(X)
0400000US21,21,Kentucky,1717706,9131,64852,833,72.6,0.4,67980,914,16.3,0.4,18449,2062,34.8,0.3,17318,156,8.0,0.3,9096,232,2.0,0.2,2861,257,20.3,0.4,22140,722,1121404,10897,77077,1037,19.2,0.5,39800,2057,33.6,0.7,62282,1871,30.5,0.6,105606,1998,8.3,0.4,77278,5928,6.7,0.4,122341,4140,1.7,0.2,98971,9287,4436974,*****,26046,323,87.1,0.1,27195,350,8.3,0.1,18404,722,0.3,0.1,21137,5038,1.4,0.1,29551,3549,0.1,0.1,15797,10255,0.8,0.1,15398,2564,2.1,0.2,11020,1561,3.4,0.1,16508,1315,84.9,0.1,27446,356,33.7,(X),(X),(X),34.3,(X),(X),(X),26.6,(X),(X),(X)
0400000US22,22,Louisiana,1720801,8997,65696,905,74.6,0.5,69927,1116,15.8,0.4,17464,1807,31.0,0.4,16374,201,7.3,0.3,8895,225,1.6,0.2,3216,363,17.3,0.4,22711,762,1097712,12285,78660,1278,17.2,0.5,34829,1403,37.7,0.8,63635,1766,27.7,0.8,113313,2240,9.2,0.3,76137,4414,6.2,0.3,131992,4962,2.0,0.2,105692,11235,4681666,*****,25664,351,62.0,0.1,31175,487,32.4,0.2,16238,498,0.5,0.1,18143,2858,1.7,0.1,28104,3391,0.0,0.1,16713,8941,1.5,0.1,16256,1712,2.0,0.2,14271,1819,4.9,0.1,19989,1537,58.8,0.1,31660,497,37.2,(X),(X),(X),38.5,(X),(X),(X),29.9,(X),(X),(X)
0400000US23,23,Maine,531660,5774,70392,1306,74.6,0.6,70807,1419,24.0,0.8,18391,2467,36.3,0.6,17814,331,6.5,0.5,9862,434,3.2,0.4,2330,443,20.2,0.7,22912,2003,329554,6035,83973,1847,16.3,0.8,48309,3131,30.0,1.2,66629,3807,36.8,1.2,106529,2744,6.8,0.7,68051,3973,8.1,0.7,129805,7149,2.1,0.4,89341,7346,1331479,*****,29604,536,94.4,0.1,30288,552,1.5,0.1,12143,1937,0.6,0.1,17728,3657,1.3,0.1,25424,4536,0.0,0.1,24937,14443,0.2,0.1,27102,20080,2.0,0.2,16808,5854,1.6,0.1,19806,3347,93.4,0.1,30398,556,28.9,(X),(X),(X),28.6,(X),(X),(X),23.5,(X),(X),(X)
0400000US24,24,Maryland,2194657,9484,102402,899,81.5,0.3,103073,958,22.8,0.4,17713,1099,28.0,0.3,19056,175,4.7,0.2,9582,296,2.4,0.2,2930,250,21.5,0.3,33200,687,1458953,11514,119462,1177,11.0,0.4,65049,2565,30.3,0.6,87792,1868,33.4,0.5,157006,2171,11.7,0.5,100226,3523,10.1,0.4,172450,3854,3.5,0.3,118069,4032,6016447,*****,38662,328,56.5,0.2,44867,512,29.8,0.2,30545,458,0.3,0.1,40171,9791,6.3,0.1,42496,1536,0.0,0.1,27782,9802,3.8,0.2,19294,1028,3.3,0.2,21236,1676,9.8,0.1,22708,795,51.4,0.1,46710,525,37.1,(X),(X),(X),38.3,(X),(X),(X),30.0,(X),(X),(X)
0400000US25,25,Massachusetts,2579398,8290,101911,825,79.1,0.3,106594,935,25.5,0.4,21411,1108,30.1,0.3,18473,171,6.2,0.2,9730,234,2.6,0.1,3641,271,16.6,0.3,27789,948,1633661,12099,122310,1247,12.3,0.4,52806,2341,27.8,0.5,92176,2515,34.2,0.5,161303,2208,11.0,0.4,99297,3422,11.3,0.4,174180,4087,3.4,0.3,129034,6728,6811779,*****,39771,315,78.5,0.2,43306,370,7.4,0.1,24378,944,0.2,0.1,30548,9610,6.5,0.1,38170,1512,0.1,0.1,29159,12531,4.2,0.2,19193,1079,3.1,0.2,19146,1240,11.4,0.1,19248,587,72.4,0.1,45259,399,37.7,(X),(X),(X),38.8,(X),(X),(X),31.2,(X),(X),(X)
0400000US26,26,Michigan,3884153,13696,72581,470,74.2,0.3,75228,557,21.1,0.2,15086,770,34.6,0.3,19468,127,6.4,0.2,9835,195,2.5,0.1,2720,190,22.5,0.2,22032,354,2476595,14487,87436,686,17.1,0.3,49725,1276,32.5,0.4,68385,1171,30.0,0.4,118579,1724,9.4,0.2,76842,2193,8.4,0.2,134709,2287,2.5,0.2,99917,4415,9928300,*****,29128,184,78.5,0.1,31470,232,13.7,0.1,19016,452,0.5,0.1,20440,1454,2.9,0.1,35544,1869,0.0,0.1,28268,20246,1.2,0.1,16406,1207,3.1,0.1,14800,978,4.9,0.1,17686,693,75.3,0.1,31998,234,34.1,(X),(X),(X),34.4,(X),(X),(X),27.4,(X),(X),(X)
0400000US27,27,Minnesota,2148725,7378,86415,772,79.9,0.3,88595,864,24.3,0.4,17264,968,29.2,0.3,19432,187,4.2,0.2,9689,231,3.6,0.2,3042,207,16.9,0.2,23877,723,1367104,9317,104507,1185,12.5,0.3,59896,2123,26.0,0.6,78863,2513,41.4,0.5,128452,1645,8.1,0.3,82072,2714,10.0,0.3,145754,3978,2.0,0.2,105471,4917,5519952,*****,34515,297,83.3,0.1,37346,351,6.0,0.1,17324,798,1.1,0.1,19175,2444,4.7,0.1,28223,1492,0.0,0.1,28899,9636,2.0,0.1,17576,2188,2.8,0.1,16548,1334,5.2,0.1,17194,852,80.5,0.1,37992,358,29.7,(X),(X),(X),29.2,(X),(X),(X),24.4,(X),(X),(X)
0400000US28,28,Mississippi,1091245,8803,58974,1006,72.4,0.6,61753,1232,12.6,0.5,18480,2943,34.9,0.5,17084,218,7.7,0.4,8796,263,2.0,0.2,2421,358,19.6,0.5,21214,901,730719,10889,69954,1289,18.5,0.6,36800,2433,35.9,0.9,55011,2234,28.5,0.8,99473,2895,9.3,0.6,67486,4449,5.6,0.4,119418,7543,2.1,0.3,95930,14924,2988726,*****,22694,385,58.5,0.1,27827,554,38.0,0.2,15438,609,0.4,0.1,15013,3285,0.9,0.1,22113,4050,0.0,0.1,N,N,1.0,0.1,15371,3727,1.1,0.2,10848,2111,2.9,0.1,14105,1585,56.8,0.1,28229,571,38.0,(X),(X),(X),39.2,(X),(X),(X),29.8,(X),(X),(X)
0400000US29,29,Missouri,2372190,10844,70871,745,76.0,0.3,72479,839,19.7,0.3,17498,1581,33.3,0.3,18421,166,5.6,0.2,9526,234,1.7,0.1,2426,205,20.0,0.3,22224,578,1527349,11298,84680,1061,15.7,0.4,49299,2420,31.7,0.6,65630,1745,33.5,0.6,108206,1738,8.8,0.4,78907,4447,8.3,0.3,131206,4047,2.0,0.1,103680,8787,6093000,*****,28406,306,82.3,0.1,30193,355,11.5,0.1,19743,663,0.5,0.1,17300,2151,1.9,0.1,33657,4291,0.2,0.1,18336,9866,1.2,0.1,16493,2117,2.5,0.1,13718,1325,4.0,0.1,18839,1257,79.6,0.1,30524,362,34.1,(X),(X),(X),34.7,(X),(X),(X),27.8,(X),(X),(X)
0400000US30,30,Montana,416125,4426,69308,1642,75.4,0.9,68408,1630,28.1,1.0,17567,4007,34.5,0.8,17788,321,4.6,0.5,9544,529,2.2,0.3,3035,489,19.7,0.7,23706,1455,257449,5388,85935,2533,16.7,0.9,57290,8959,28.3,1.3,67450,3834,38.9,1.3,105903,4145,6.8,0.7,79773,11873,8.1,0.8,117240,7345,1.3,0.4,97011,18360,1042520,*****,28933,748,89.0,0.2,30637,808,0.4,0.1,24846,5597,6.4,0.2,14234,1473,0.8,0.1,18462,4617,0.1,0.1,19104,9755,0.4,0.1,16629,4872,3.1,0.3,14945,2094,3.6,0.1,15052,1895,86.4,0.1,31086,849,32.8,(X),(X),(X),32.3,(X),(X),(X),26.7,(X),(X),(X)
0400000US31,31,Nebraska,747562,4452,74586,1020,81.0,0.5,74626,1186,21.6,0.5,17667,1530,29.0,0.5,18981,325,4.0,0.3,9576,486,1.7,0.2,2658,548,14.4,0.4,21417,844,476436,5393,91006,1570,10.8,0.4,55472,3402,28.4,1.0,65987,2717,41.2,0.9,111499,2810,7.8,0.5,78252,5470,9.7,0.6,126520,4997,2.0,0.3,92750,11046,1907116,*****,29910,389,87.8,0.3,31564,404,4.7,0.2,20631,1922,0.8,0.1,15527,2181,2.2,0.2,20688,2604,0.1,0.1,10243,4424,2.0,0.3,14502,1754,2.4,0.2,14279,2121,10.6,0.1,15153,827,79.7,0.1,33197,456,33.4,(X),(X),(X),33.1,(X),(X),(X),27.2,(X),(X),(X)
0400000US32,32,Nevada,1055158,6433,73383,1142,77.5,0.5,73429,1319,16.2,0.5,22389,2419,30.4,0.5,18368,307,4.3,0.3,10054,385,3.0,0.2,2535,269,19.1,0.5,28203,964,670968,8716,84294,1562,15.5,0.7,52661,3263,35.2,0.9,69246,2852,28.0,0.8,111445,2697,10.7,0.5,78041,3709,7.2,0.5,123910,4368,3.3,0.3,96336,5504,2940058,*****,28117,398,66.9,0.5,31826,567,8.9,0.2,20908,1102,1.2,0.1,17793,1743,8.3,0.2,28549,1416,0.7,0.1,18952,3604,9.3,0.5,15697,867,4.7,0.3,16820,1578,28.5,*****,16787,524,49.8,0.1,36684,723,35.7,(X),(X),(X),37.0,(X),(X),(X),29.1,(X),(X),(X)
0400000US33,33,New Hampshire,520643,5191,90910,1748,80.4,0.7,91064,1913,24.9,0.7,16286,2652,33.2,0.7,20217,417,5.0,0.4,11286,625,2.1,0.3,2615,410,19.3,0.7,26198,2464,342912,5731,107498,2150,12.1,0.8,61440,3907,28.2,1.3,85236,3627,36.8,1.3,129029,4553,9.4,0.9,100029,9559,11.1,0.7,147537,5433,2.4,0.4,115190,12155,1334795,*****,36320,687,93.4,0.2,37031,708,1.2,0.1,23561,4094,0.1,0.1,42441,21813,2.4,0.2,32545,5287,0.0,0.1,N,N,0.6,0.2,38548,11959,2.2,0.2,16290,3109,3.5,0.1,24512,3124,90.7,0.1,37421,709,30.7,(X),(X),(X),30.6,(X),(X),(X),24.2,(X),(X),(X)
0400000US34,34,New Jersey,3194519,10274,105185,766,79.6,0.3,109881,786,24.4,0.3,18621,990,30.9,0.2,20069,155,4.5,0.2,10115,249,2.1,0.1,3105,214,18.2,0.3,28603,643,2197150,15175,123820,1070,11.8,0.3,55749,1689,31.1,0.5,97294,2046,31.2,0.5,165441,2196,11.3,0.3,101389,2693,10.6,0.3,174717,3040,4.0,0.2,135069,5869,8944469,*****,38911,293,68.1,0.3,43199,393,13.4,0.1,25933,763,0.2,0.1,21828,3849,9.5,0.1,45021,1270,0.0,0.1,26774,12758,6.1,0.2,18686,831,2.7,0.1,20158,1179,20.0,*****,21818,437,55.5,0.1,47605,422,37.7,(X),(X),(X),38.6,(X),(X),(X),29.9,(X),(X),(X)
0400000US35,35,New Mexico,758364,6296,64515,1368,73.0,0.6,65304,1499,17.6,0.7,16234,1650,34.2,0.5,17590,300,6.1,0.4,9504,349,2.7,0.3,3008,418,21.1,0.5,28050,1153,481127,7528,75682,1910,18.6,0.7,47554,2949,35.7,1.2,58145,2421,27.0,1.1,109263,4414,10.1,0.8,72654,7011,6.0,0.7,110057,5422,2.7,0.4,99928,9218,2081015,*****,25146,479,74.0,0.6,27577,640,2.0,0.1,21596,2505,9.3,0.2,15090,1137,1.6,0.1,30804,5838,0.1,0.1,19004,6488,9.9,0.5,18322,1845,3.2,0.3,18930,1987,48.5,*****,18456,607,37.8,0.1,36056,897,32.7,(X),(X),(X),34.5,(X),(X),(X),26.2,(X),(X),(X)
0400000US36,36,New York,7209054,17665,93373,609,77.3,0.2,98405,653,21.4,0.2,21312,850,31.0,0.2,18792,108,6.3,0.1,9415,158,3.4,0.1,3548,145,18.6,0.2,27317,431,4541583,22755,109325,848,13.9,0.2,49709,1334,32.2,0.3,84196,1433,28.8,0.3,156163,1796,11.8,0.3,89506,1385,8.9,0.2,160189,2785,4.4,0.2,124286,3355,19745289,*****,35534,214,63.5,0.2,41937,323,15.6,0.1,24001,408,0.4,0.1,21756,2424,8.4,0.1,34260,945,0.0,0.1,26405,5962,8.9,0.2,17224,402,3.1,0.1,20739,1423,19.0,0.1,20333,296,55.5,0.1,44432,339,40.5,(X),(X),(X),43.0,(X),(X),(X),33.3,(X),(X),(X)
0400000US37,37,North Carolina,3882423,16063,70544,700,76.3,0.3,71757,717,19.1,0.3,18421,1341,32.2,0.2,18607,117,5.0,0.2,9378,179,1.8,0.1,2549,206,19.7,0.3,22765,593,2542663,18509,83110,935,16.4,0.3,45938,1322,34.5,0.5,67794,1760,32.1,0.5,113513,1613,8.5,0.3,70777,2203,6.4,0.2,124523,3717,1.9,0.1,84742,4013,10146788,*****,28156,285,68.9,0.1,31848,346,21.5,0.1,20201,652,1.2,0.1,18000,1207,2.7,0.1,32565,1943,0.1,0.1,18899,4045,3.0,0.1,13450,705,2.6,0.1,13637,1009,9.2,0.1,14645,586,63.5,0.1,33210,369,33.5,(X),(X),(X),34.4,(X),(X),(X),26.9,(X),(X),(X)
0400000US38,38,North Dakota,315134,3356,79185,2428,82.3,0.7,78770,2798,24.9,1.0,22014,3602,26.3,0.7,18301,495,3.1,0.4,8609,782,1.8,0.5,2414,657,12.8,0.8,20148,1059,184904,4823,96337,2834,11.3,0.7,57854,10049,26.4,1.4,73802,6785,45.1,1.6,112957,4369,6.6,0.9,83982,7977,9.1,1.0,134689,11709,1.6,0.5,105332,23908,757953,*****,33339,971,87.2,0.4,35453,1043,2.5,0.3,16904,4252,5.5,0.3,16209,1651,1.2,0.2,30257,6908,0.0,0.1,N,N,0.7,0.3,22208,8558,2.8,0.4,20492,4649,3.5,0.2,16884,2600,85.1,0.1,35883,1063,32.8,(X),(X),(X),33.5,(X),(X),(X),27.7,(X),(X),(X)
0400000US39,39,Ohio,4624669,14929,71456,551,75.9,0.2,73191,598,19.9,0.3,16583,837,31.7,0.2,17892,119,6.0,0.2,9418,123,3.1,0.1,2832,150,21.5,0.2,24280,659,2929661,16417,85971,764,15.5,0.3,47777,1594,32.6,0.3,66246,1336,31.9,0.3,114732,1276,9.5,0.3,76366,2504,8.3,0.2,130747,2647,2.2,0.1,103075,5646,11614373,*****,29164,232,81.6,0.1,31362,250,12.4,0.1,18771,460,0.2,0.1,22290,3340,2.1,0.1,32654,1890,0.0,0.1,16237,5529,0.9,0.1,17017,1877,2.8,0.1,13279,801,3.6,0.1,17793,766,79.4,0.1,31695,258,32.5,(X),(X),(X),33.0,(X),(X),(X),26.0,(X),(X),(X)
0400000US40,40,Oklahoma,1469342,7193,66547,691,76.4,0.4,68382,784,18.4,0.3,14459,1084,31.5,0.3,17951,183,5.6,0.2,9611,245,2.8,0.2,1777,189,17.3,0.4,22004,810,961731,8307,79317,1036,15.9,0.4,43454,1967,34.7,0.5,64250,1520,31.8,0.6,104143,1931,8.7,0.4,73562,3349,7.0,0.3,126926,4014,1.8,0.2,91968,5522,3923561,*****,25880,271,72.4,0.2,28657,350,7.3,0.1,19076,923,7.6,0.2,18974,884,2.0,0.1,29317,3210,0.2,0.1,16446,4303,2.7,0.2,13643,1122,7.7,0.2,16746,838,10.3,*****,14152,480,66.2,0.1,29913,357,35.8,(X),(X),(X),36.4,(X),(X),(X),29.0,(X),(X),(X)
0400000US41,41,Oregon,1571678,6691,77460,729,75.9,0.4,77580,878,24.5,0.5,18249,1252,33.8,0.4,19271,219,5.1,0.3,9610,281,3.6,0.2,2790,217,20.6,0.5,26997,1052,995749,11239,91056,1204,16.3,0.4,58158,3059,31.8,0.8,74669,2366,33.3,0.7,117139,2141,8.6,0.4,77647,4058,7.5,0.4,128676,4884,2.4,0.3,99771,11060,4093465,*****,30822,297,84.4,0.3,32356,337,1.9,0.1,19066,1192,1.1,0.1,22963,3295,4.1,0.1,34966,2001,0.4,0.1,19531,4936,3.0,0.3,16810,1238,5.1,0.3,17101,1282,12.8,*****,16481,825,76.2,0.1,34043,354,31.5,(X),(X),(X),31.2,(X),(X),(X),24.9,(X),(X),(X)
0400000US42,42,Pennsylvania,4937771,13721,78053,427,75.2,0.2,81479,460,23.6,0.2,15277,846,35.4,0.2,19145,110,5.6,0.2,9880,163,3.2,0.1,2268,110,21.2,0.2,21682,418,3150563,15900,93966,647,15.9,0.2,49496,1479,31.0,0.3,72510,1207,31.6,0.4,124975,1329,9.5,0.3,83980,2140,9.3,0.2,142008,2166,2.7,0.1,109479,5674,12784227,*****,31272,169,80.9,0.1,33731,205,11.0,0.1,20349,486,0.2,0.1,19028,3189,3.3,0.1,31357,1113,0.0,0.1,24234,6370,2.1,0.1,14588,872,2.5,0.1,14557,1413,7.0,0.1,16393,575,76.9,0.1,34547,205,35.5,(X),(X),(X),36.1,(X),(X),(X),29.3,(X),(X),(X)
0400000US44,44,Rhode Island,408239,4139,81215,2120,75.2,0.9,84613,2237,23.0,0.9,20895,3275,33.3,0.8,17800,405,7.9,0.7,10631,565,3.5,0.5,3368,588,19.0,0.8,24973,1308,247448,5295,98328,2922,14.7,1.0,49032,2873,31.2,1.5,74623,5609,31.4,1.8,133748,6267,10.9,1.0,83425,6639,8.7,1.0,150182,9444,3.1,0.5,118988,11628,1056426,*****,33008,807,80.5,0.6,36249,905,6.4,0.4,20913,2035,0.5,0.2,17556,5883,3.5,0.2,30283,4796,0.1,0.1,32964,8868,5.9,0.6,14444,1520,3.1,0.4,14796,2885,14.9,*****,16833,1603,72.8,0.2,38096,991,34.8,(X),(X),(X),36.1,(X),(X),(X),29.3,(X),(X),(X)
0400000US45,45,South Carolina,1877887,10574,67889,886,74.3,0.5,67826,1053,17.7,0.4,21193,1581,35.4,0.4,18972,192,5.5,0.3,9018,259,1.5,0.1,2251,269,20.9,0.4,24775,805,1224695,13377,80819,1262,17.9,0.5,53782,2052,34.8,0.6,65145,2095,29.6,0.7,109641,2399,9.3,0.4,68822,2651,6.1,0.4,125537,4489,2.3,0.3,87959,5167,4961119,*****,27016,350,67.4,0.2,31518,488,27.0,0.2,17884,474,0.3,0.1,24050,7279,1.5,0.1,25976,2342,0.1,0.1,12814,3467,1.6,0.2,13754,1250,2.2,0.2,11840,1163,5.5,0.1,15928,1060,63.7,0.1,32334,506,36.9,(X),(X),(X),37.3,(X),(X),(X),29.6,(X),(X),(X)
0400000US46,46,South Dakota,334003,3659,71385,2147,80.0,0.9,71112,2533,23.6,0.9,18098,3583,30.1,0.8,17285,417,4.2,0.5,8377,725,2.0,0.3,2423,357,15.7,0.8,20798,1271,209986,3966,85597,2725,12.9,0.9,45769,3933,26.7,1.3,62999,4257,42.9,1.5,105377,4577,7.3,0.8,67240,6235,8.9,0.8,126366,9446,1.3,0.3,117779,36093,865454,*****,28585,808,84.7,0.3,31540,967,1.7,0.2,17138,2582,8.9,0.4,9656,770,1.5,0.2,23549,10435,0.0,0.1,N,N,0.7,0.2,16397,3162,2.5,0.3,10226,2141,3.7,0.2,14404,1900,82.4,0.1,31960,963,29.6,(X),(X),(X),29.6,(X),(X),(X),23.1,(X),(X),(X)
